DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
809,19,T=2h,GRU,0.0,-0.0067,0.2,0.1935
809,20,T=2h,GRU,0.0,0.0294,0.2,0.2262
809,21,T=2h,GRU,0.0,0.0961,0.2,0.2885
809,22,T=2h,GRU,0.1659,0.0934,0.3576,0.2904
809,23,T=2h,GRU,0.0,0.0554,0.3576,0.4045
810,0,T=2h,GRU,0.0,0.0608,0.7468,0.809
810,1,T=2h,GRU,-0.1252,-0.0648,0.615,0.6831
810,2,T=2h,GRU,0.0,0.2207,0.615,0.8202
810,3,T=2h,GRU,0.0,0.1387,0.615,0.7507
810,4,T=2h,GRU,0.3,0.2892,0.9,0.8982
810,5,T=2h,GRU,0.0,0.0226,0.9,0.9162
810,6,T=2h,GRU,0.0,-0.0023,0.9,0.9003
810,7,T=2h,GRU,0.0,-0.0017,0.9,0.8972
810,8,T=2h,GRU,0.0,0.0006,0.9,0.8988
810,9,T=2h,GRU,0.0,1e-04,0.9,0.8972
810,10,T=2h,GRU,0.0,-0.0052,0.9,0.895
810,11,T=2h,GRU,0.0,0.005,0.9,0.9041
810,12,T=2h,GRU,0.0,0.0032,0.9,0.9047
810,13,T=2h,GRU,0.0,-0.0146,0.9,0.9025
810,14,T=2h,GRU,-0.5,-0.2797,0.3737,0.6012
810,15,T=2h,GRU,-0.165,-0.1491,0.2,0.2133
810,16,T=2h,GRU,0.0,-0.0101,0.2,0.192
810,17,T=2h,GRU,0.0,0.0002,0.2,0.2016
810,18,T=2h,GRU,0.0,0.0014,0.2,0.1994
810,19,T=2h,GRU,0.0,0.0013,0.2,0.2013
810,20,T=2h,GRU,0.0,-0.005,0.2,0.1962
810,21,T=2h,GRU,0.0,0.0122,0.2,0.2052
810,22,T=2h,GRU,0.3,0.058,0.485,0.2465
810,23,T=2h,GRU,0.2756,0.0661,0.7468,0.5493
811,0,T=2h,GRU,0.3,0.1878,0.6094,0.495
811,1,T=2h,GRU,0.0059,0.0533,0.615,0.6529
811,2,T=2h,GRU,0.3,-0.0035,0.9,0.6044
811,3,T=2h,GRU,0.0,0.0237,0.9,0.9168
811,4,T=2h,GRU,0.0,1e-04,0.9,0.8979
811,5,T=2h,GRU,0.0,0.0008,0.9,0.8969
811,6,T=2h,GRU,0.0,0.0007,0.9,0.8996
811,7,T=2h,GRU,0.0,0.0008,0.9,0.907
811,8,T=2h,GRU,0.0,-1e-04,0.9,0.9051
811,9,T=2h,GRU,0.0,-0.0235,0.9,0.8748
811,10,T=2h,GRU,-0.165,-0.1611,0.7263,0.7144
811,11,T=2h,GRU,-0.5,-0.4608,0.2,0.2456
811,12,T=2h,GRU,0.0,0.0124,0.2,0.2019
811,13,T=2h,GRU,0.0,0.018,0.2,0.217
811,14,T=2h,GRU,0.0,0.0045,0.2,0.2014
811,15,T=2h,GRU,0.0,-0.0056,0.2,0.1944
811,16,T=2h,GRU,0.0,-0.0102,0.2,0.1966
811,17,T=2h,GRU,0.0,-0.0054,0.2,0.1918
811,18,T=2h,GRU,0.0,-0.006,0.2,0.191
811,19,T=2h,GRU,0.0,0.0069,0.2,0.2076
