DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
806,16,T=2h,MLP,0.0,-0.0075,0.2,0.2013
806,17,T=2h,MLP,-0.0,-0.0049,0.2,0.1954
806,18,T=2h,MLP,0.0,-0.0023,0.2,0.1963
806,19,T=2h,MLP,-0.0,-0.0007,0.2,0.1953
806,20,T=2h,MLP,0.0,0.1248,0.2,0.3145
806,21,T=2h,MLP,0.0,0.1079,0.2,0.2991
806,22,T=2h,MLP,-0.0,0.1558,0.2,0.3512
806,23,T=2h,MLP,0.2229,0.2758,0.4117,0.473
807,0,T=2h,MLP,0.2903,0.251,0.615,0.5778
807,1,T=2h,MLP,0.0,0.269,0.615,0.8627
807,2,T=2h,MLP,0.3,0.2394,0.9,0.8407
807,3,T=2h,MLP,0.0,0.0257,0.9,0.9248
807,4,T=2h,MLP,0.0,-0.0054,0.9,0.9004
807,5,T=2h,MLP,0.0,0.0013,0.9,0.896
807,6,T=2h,MLP,0.0,0.0118,0.9,0.9068
807,7,T=2h,MLP,0.0,-0.0005,0.9,0.901
807,8,T=2h,MLP,0.0,0.0047,0.9,0.9086
807,9,T=2h,MLP,0.0,-0.0037,0.9,0.8965
807,10,T=2h,MLP,-0.0,-0.0015,0.9,0.9007
807,11,T=2h,MLP,0.0,-0.0121,0.9,0.8783
807,12,T=2h,MLP,-0.5,-0.473,0.3737,0.4091
807,13,T=2h,MLP,0.0,-0.1319,0.3737,0.227
807,14,T=2h,MLP,-0.165,-0.1642,0.2,0.2116
807,15,T=2h,MLP,0.0,0.0051,0.2,0.2006
807,16,T=2h,MLP,0.0,0.0131,0.2,0.2089
807,17,T=2h,MLP,-0.0,-0.0028,0.2,0.1987
807,18,T=2h,MLP,0.0,-0.0045,0.2,0.2015
807,19,T=2h,MLP,-0.0,-0.0009,0.2,0.1986
807,20,T=2h,MLP,0.0,0.0107,0.2,0.2125
807,21,T=2h,MLP,0.0,0.0639,0.2,0.2616
807,22,T=2h,MLP,-0.0,0.1767,0.2,0.3627
807,23,T=2h,MLP,0.1466,0.1437,0.3392,0.3271
808,0,T=2h,MLP,0.0,-0.0215,0.6433,0.6077
808,1,T=2h,MLP,0.0,0.0813,0.6433,0.7203
808,2,T=2h,MLP,0.2702,0.281,0.9,0.9119
808,3,T=2h,MLP,0.0,0.0188,0.9,0.9145
808,4,T=2h,MLP,0.0,0.0046,0.9,0.9086
808,5,T=2h,MLP,0.0,-0.0047,0.9,0.8949
808,6,T=2h,MLP,0.0,0.0175,0.9,0.9196
808,7,T=2h,MLP,0.0,-0.0063,0.9,0.9011
808,8,T=2h,MLP,0.0,-0.0058,0.9,0.8968
808,9,T=2h,MLP,0.0,0.0146,0.9,0.9243
808,10,T=2h,MLP,0.0,-0.0117,0.9,0.8908
808,11,T=2h,MLP,0.0,-0.0763,0.9,0.8192
808,12,T=2h,MLP,0.0,0.0076,0.9,0.898
808,13,T=2h,MLP,0.0,-0.007,0.9,0.8853
808,14,T=2h,MLP,0.0,-0.029,0.9,0.8809
808,15,T=2h,MLP,-0.5,-0.1766,0.3737,0.7091
808,16,T=2h,MLP,-0.165,-0.1704,0.2,0.1997
808,17,T=2h,MLP,-0.0,0.0091,0.2,0.1991
808,18,T=2h,MLP,0.0,0.0085,0.2,0.2086
808,19,T=2h,MLP,0.0,-0.0091,0.2,0.203
808,20,T=2h,MLP,0.0,0.0955,0.2,0.2855
808,21,T=2h,MLP,0.1667,0.1088,0.3583,0.3046
808,22,T=2h,MLP,0.0,0.1327,0.3583,0.4886
808,23,T=2h,MLP,0.3,0.0935,0.6433,0.4324
809,0,T=2h,MLP,0.0,0.1024,0.3576,0.4535
809,1,T=2h,MLP,0.2709,0.311,0.615,0.6442
809,2,T=2h,MLP,0.0,0.1116,0.615,0.7151
809,3,T=2h,MLP,0.3,0.3002,0.9,0.9014
809,4,T=2h,MLP,0.0,-0.0119,0.9,0.8885
809,5,T=2h,MLP,0.0,-0.0018,0.9,0.9
809,6,T=2h,MLP,0.0,0.0025,0.9,0.9042
809,7,T=2h,MLP,0.0,-0.0007,0.9,0.8956
809,8,T=2h,MLP,0.0,-0.0168,0.9,0.8857
809,9,T=2h,MLP,-0.0,0.0185,0.9,0.9321
809,10,T=2h,MLP,0.0,0.0057,0.9,0.9172
809,11,T=2h,MLP,-0.165,-0.2023,0.7263,0.6922
809,12,T=2h,MLP,-0.5,-0.3897,0.2,0.3158
809,13,T=2h,MLP,0.0,0.003,0.2,0.2092
809,14,T=2h,MLP,0.0,-0.0031,0.2,0.2015
809,15,T=2h,MLP,0.0,0.002,0.2,0.2027
809,16,T=2h,MLP,0.0,0.0046,0.2,0.1986
809,17,T=2h,MLP,0.0,-0.0025,0.2,0.1984
809,18,T=2h,MLP,0.0,-0.0045,0.2,0.2012
809,19,T=2h,MLP,0.0,0.001,0.2,0.1946
809,20,T=2h,MLP,0.0,0.0358,0.2,0.2385
809,21,T=2h,MLP,0.0,0.0872,0.2,0.2875
809,22,T=2h,MLP,0.1659,0.1228,0.3576,0.3205
809,23,T=2h,MLP,0.0,0.0412,0.3576,0.4077
810,0,T=2h,MLP,0.0,0.0912,0.7468,0.8196
810,1,T=2h,MLP,-0.1252,-0.162,0.615,0.5864
810,2,T=2h,MLP,0.0,0.2136,0.615,0.827
810,3,T=2h,MLP,0.0,0.1723,0.615,0.7791
810,4,T=2h,MLP,0.3,0.2841,0.9,0.89
810,5,T=2h,MLP,0.0,0.004,0.9,0.8928
810,6,T=2h,MLP,0.0,0.0074,0.9,0.9082
810,7,T=2h,MLP,0.0,0.0043,0.9,0.9063
810,8,T=2h,MLP,0.0,0.006,0.9,0.9044
810,9,T=2h,MLP,0.0,0.02,0.9,0.9168
810,10,T=2h,MLP,0.0,0.0082,0.9,0.9012
810,11,T=2h,MLP,0.0,0.0039,0.9,0.9057
810,12,T=2h,MLP,0.0,-0.0064,0.9,0.9008
810,13,T=2h,MLP,0.0,-0.0028,0.9,0.8982
810,14,T=2h,MLP,-0.5,-0.279,0.3737,0.607
810,15,T=2h,MLP,-0.165,-0.1502,0.2,0.2405
810,16,T=2h,MLP,0.0,0.0068,0.2,0.1998
810,17,T=2h,MLP,0.0,0.0016,0.2,0.1984
810,18,T=2h,MLP,0.0,0.0034,0.2,0.2003
810,19,T=2h,MLP,0.0,0.0055,0.2,0.2052
810,20,T=2h,MLP,0.0,-0.0028,0.2,0.1954
810,21,T=2h,MLP,0.0,0.0088,0.2,0.2093
810,22,T=2h,MLP,0.3,0.0559,0.485,0.2598
810,23,T=2h,MLP,0.2756,0.1236,0.7468,0.6005
811,0,T=2h,MLP,0.3,0.2055,0.6094,0.5145
811,1,T=2h,MLP,0.0059,0.046,0.615,0.6561
811,2,T=2h,MLP,0.3,-0.0194,0.9,0.5855
811,3,T=2h,MLP,0.0,0.0206,0.9,0.8987
811,4,T=2h,MLP,0.0,0.0161,0.9,0.8936
811,5,T=2h,MLP,-0.0,0.0295,0.9,0.9239
811,6,T=2h,MLP,0.0,-0.0018,0.9,0.9047
811,7,T=2h,MLP,0.0,0.0124,0.9,0.9132
811,8,T=2h,MLP,0.0,0.0075,0.9,0.9113
811,9,T=2h,MLP,0.0,-0.0446,0.9,0.8561
811,10,T=2h,MLP,-0.165,-0.2261,0.7263,0.6817
811,11,T=2h,MLP,-0.5,-0.5211,0.2,0.2043
811,12,T=2h,MLP,0.0,0.021,0.2,0.2175
811,13,T=2h,MLP,0.0,0.0081,0.2,0.2066
811,14,T=2h,MLP,0.0,-0.0003,0.2,0.2008
811,15,T=2h,MLP,0.0,-0.0029,0.2,0.1981
811,16,T=2h,MLP,0.0,0.0066,0.2,0.204
811,17,T=2h,MLP,-0.0,0.0003,0.2,0.1925
811,18,T=2h,MLP,0.0,-0.0048,0.2,0.1939
811,19,T=2h,MLP,0.0,0.0108,0.2,0.2099
811,20,T=2h,MLP,0.0,0.0277,0.2,0.2213
811,21,T=2h,MLP,0.0,0.0207,0.2,0.2145
811,22,T=2h,MLP,-0.0,0.0632,0.2,0.2602
811,23,T=2h,MLP,0.131,0.2562,0.3244,0.4475
812,0,T=2h,MLP,-0.2078,-0.1138,0.2,0.3035
812,1,T=2h,MLP,0.3,0.0971,0.485,0.2906
812,2,T=2h,MLP,-0.1472,-0.045,0.33,0.4456
812,3,T=2h,MLP,0.3,0.25,0.615,0.5509
812,4,T=2h,MLP,0.0,0.24,0.615,0.8464
812,5,T=2h,MLP,0.0,-0.0113,0.615,0.6081
812,6,T=2h,MLP,0.3,0.2659,0.9,0.8571
812,7,T=2h,MLP,0.0,0.0204,0.9,0.9136
812,8,T=2h,MLP,0.0,-0.0088,0.9,0.8918
812,9,T=2h,MLP,0.0,0.0059,0.9,0.9107
812,10,T=2h,MLP,0.0,0.0034,0.9,0.9012
812,11,T=2h,MLP,0.0,-0.0082,0.9,0.8873
812,12,T=2h,MLP,0.0,0.008,0.9,0.9092
812,13,T=2h,MLP,0.0,-0.0225,0.9,0.8684
812,14,T=2h,MLP,0.0,-0.0617,0.9,0.8305
812,15,T=2h,MLP,-0.5,-0.2226,0.3737,0.6609
812,16,T=2h,MLP,0.0,-0.118,0.3737,0.2452
812,17,T=2h,MLP,-0.165,-0.089,0.2,0.2704
812,18,T=2h,MLP,0.0,-0.0,0.2,0.1973
812,19,T=2h,MLP,0.0,0.0015,0.2,0.2011
812,20,T=2h,MLP,-0.0,-0.0038,0.2,0.1983
812,21,T=2h,MLP,0.0,0.0367,0.2,0.2358
812,22,T=2h,MLP,0.0,0.0316,0.2,0.2283
812,23,T=2h,MLP,0.2302,0.0273,0.4187,0.2242
813,0,T=2h,MLP,-0.3325,-0.1531,0.2,0.3842
813,1,T=2h,MLP,0.3,0.2634,0.485,0.4537
813,2,T=2h,MLP,0.1368,0.0748,0.615,0.556
813,3,T=2h,MLP,0.3,0.2808,0.9,0.8791
813,4,T=2h,MLP,0.0,-0.0144,0.9,0.8852
813,5,T=2h,MLP,0.0,-0.0045,0.9,0.8901
813,6,T=2h,MLP,0.0,0.0081,0.9,0.9064
813,7,T=2h,MLP,0.0,0.0033,0.9,0.8858
813,8,T=2h,MLP,0.0,-0.0076,0.9,0.8972
813,9,T=2h,MLP,0.0,0.0022,0.9,0.9068
813,10,T=2h,MLP,0.0,-0.0055,0.9,0.8987
813,11,T=2h,MLP,0.0,0.01,0.9,0.9019
813,12,T=2h,MLP,-0.5,-0.1987,0.3737,0.695
